ID,Group,Feature_1,Feature_2,Feature_3
D170,B,2563.3885223849697,411.9500816254701,5124.707541609762
D171,C,2684.1717647561636,390.1311086119481,-2286.438249314691
D172,B,2563.745530588604,414.5332395784458,5120.185279768203
D173,A,2671.3661223805384,403.38372495353207,5994.466272736788
D174,C,2369.7948813399707,420.8371797351689,-1925.8480327552877
D175,B,2293.151431643107,430.210902323777,4609.723995433428
D176,C,2636.3189036563253,395.3985133595949,-2226.041103698802
D177,A,2339.3180671652317,393.9054530433241,5059.689957914072
D178,A,2362.09004444996,387.03932513346444,5138.8424938884955
D179,B,2408.8934992965314,397.8463073242552,4823.937745370176
D180,B,2503.495831805011,394.26961826574427,5002.682264469232
D181,C,2429.2012177493034,405.39256599356514,-2036.5115145270026
D182,A,2225.0097413163962,397.83149774599394,4679.763665156122
D183,A,2371.276319433422,394.5760107882757,5142.336885247443
D184,B,2200.0,415.9687770419178,4393.431733108416
D185,B,2625.0462902054373,385.93179653272824,5243.482987302393
D186,B,2200.0,406.4966192972702,4409.5044979810755
D187,C,2279.12333211431,393.9108740921727,-1883.4831802006586
D188,C,2510.433015852195,410.86552757304946,-2096.765991323198
D189,B,2352.087400721737,420.77892320083345,4705.51727020623
D190,C,2800.0,395.4535261986389,-2412.654911521821
D191,C,2241.4286180553104,406.61549360909726,-1851.2599874617413
D192,B,2553.4101738698364,402.6818929859977,5110.547124264718
D193,A,2492.143436354501,388.00866400685356,5530.302549443729
D194,B,2266.3813004517606,403.61181264612907,4508.63321368049
D195,B,2604.6553321063507,404.33680757918216,5204.599857117119
D196,C,2465.6907337555504,406.19306230669264,-2072.604286744945
D197,A,2654.3581102427333,397.0240165476993,5986.338050801397
D198,C,2664.7008307927463,401.4128845046522,-2257.02844356121
D199,B,2800.0,382.78583582735297,5605.962717738062
D200,A,2767.3055898872785,394.62828886780215,6320.79482590492
D201,B,2426.163632411511,408.33944019564694,4861.105883805368
D202,C,2452.1241644848146,413.387108309973,-2034.9012587772327
D203,B,2719.9319191774225,393.6652776381209,5434.945583893567
D204,C,2631.0527461445195,401.5707104414993,-2234.9220848886825
D205,B,2628.0263052195182,403.420799876861,5266.765108273521
D206,A,2200.0,403.0221992005665,4579.205755313604
D207,C,2495.134775120213,408.11160377950586,-2083.379293658392
D208,B,2352.3938181588624,372.72883554424646,4717.195120159478
D209,C,2555.9849198086476,399.2601389477864,-2133.812669354176
D210,C,2480.3699220714084,403.5855040187015,-2056.817940559454
D211,C,2682.0357816185183,384.99504476569444,-2286.2308636823154
D212,B,2563.4436430382602,425.10978560516065,5108.816349857664
D213,A,2657.265592421795,402.42338900857254,5951.411251069508
D214,B,2406.7161806528115,423.4510711754339,4806.855315055953
D215,C,2311.1107488163498,388.14215467250386,-1903.130796153062
D216,B,2417.9900613594905,386.3904981771201,4827.588307427316
D217,C,2496.595917227712,403.3637833144852,-2088.5981373880463
D218,B,2575.830347111016,374.8196745575701,5152.87109898112
D219,B,2800.0,403.2244838593914,5588.778473486749
D220,C,2491.5485696678716,401.4582884800438,-2085.508393072395
D221,B,2308.8109999014446,415.2349792231315,4622.401552837259
D222,A,2430.803644860123,410.51562011747643,5224.763535412088
D223,C,2407.2808050707813,393.7378397517245,-1998.8684359544159
D224,A,2596.2962947546926,383.53755017844634,5846.1630130255835
D225,C,2200.0,425.68457832014946,-1781.40450751477
D226,B,2512.6523988400663,388.11827469152274,5036.96844120652
D227,B,2531.3013075930753,384.317131643958,5048.283521184462
D228,A,2546.436207240055,383.7271591080783,5724.8760172145185
D229,C,2380.5367862069274,416.75957973305,-1979.3335311331825
D230,A,2452.415654052799,392.21649693362724,5395.04818775693
D231,C,2215.187818203494,388.69443300729097,-1854.2586625542692
D232,C,2401.336023327561,402.0653473885502,-2009.381536359567
D233,B,2391.4277047966566,396.89582934164065,4764.340352227462
D234,B,2583.210009252285,389.8285680882063,5161.598853599052
D235,A,2268.7635136356175,411.3098720046772,4744.758404133607
D236,B,2656.2396203419985,415.97973238146994,5304.395270628287
D237,C,2798.896908898274,414.779762634098,-2374.542187905375
D238,A,2200.0,411.503795044918,4531.838469528953
D239,B,2585.2517461556204,406.03938296695054,5178.116132389509
D240,A,2635.3816070060493,373.36168000057256,6058.887730254792
D241,B,2372.5125948895543,425.03876209565453,4746.693959582764
D242,A,2420.5456371342407,404.5298381553633,5228.695678171001
D243,C,2473.423884482609,409.1223464140096,-2079.293600246938
D244,B,2440.4418241196545,416.72443484421103,4872.366227037875
D245,C,2438.1974061905757,421.5002875432299,-2008.241405998347
D246,A,2200.0,406.2759701696379,4570.487237971437
D247,B,2730.466312956624,406.5331923894348,5472.174168508295
D248,C,2715.923718407364,391.0116358381042,-2315.6681120173334
D249,A,2337.3271481591596,400.4963462670814,5011.18944096461
D250,A,2206.715134439497,387.1875810877847,4689.889357019566
D251,B,2604.2129752905516,389.2008920178716,5230.688905094149
D252,B,2384.842406037387,386.59638396528715,4786.67268678887
D253,C,2528.390632664156,397.6596416350407,-2134.363943231966
D254,C,2436.134316570981,415.7363978188001,-2008.5217654489502
D255,A,2638.3077502140372,447.5646215993527,5684.130352315164
D256,A,2638.9498287312013,402.8424945632187,5916.273670307986
D257,B,2354.880524307283,379.7738036836582,4717.820447478996
D258,A,2223.327208920989,418.97474994784386,4563.417867803231
D259,A,2200.0,395.4882418528596,4603.12257595123
D260,A,2622.075875821441,390.0908710903451,5922.644796219058
D261,B,2262.228148443194,403.1477421688458,4547.287715266826
D262,A,2398.6367291402626,381.3906310066566,5279.649063092225
D263,C,2380.7371923098985,403.3369474601291,-1979.6573217063653
D264,A,2489.4865407460907,398.6743671520127,5462.658813763866
D265,C,2200.0,401.47566860223213,-1784.3903773412999
D266,C,2537.755719358766,405.72124381313756,-2159.69647780615
D267,B,2604.778204766841,401.0123838586121,5182.392485921252
D268,A,2517.6844174089324,400.2450712616934,5556.328134956172
D269,A,2437.822765660306,404.26471778496915,5291.156584294576
D270,C,2519.4800332537566,406.2310093925669,-2119.0045000420755
D271,A,2579.8092691280262,384.52776309527115,5813.175854469441
D272,B,2200.0,378.5501311197183,4406.443854973476
D273,B,2800.0,399.0754292174168,5595.034352131404
D274,B,2578.018664537585,378.5089676509884,5142.874229414373
D275,C,2369.518283522596,401.31297206382504,-1979.3336665956465
D276,A,2421.80932496248,414.08120313523466,5205.682025555228
D277,B,2598.748355469838,409.1066750787407,5191.1998074801295
D278,A,2476.7792121931266,384.2774438976179,5492.327086086083
D279,B,2200.0,387.09606322063723,4401.2261399233275
D280,A,2800.0,404.92451942501134,6381.437339536304
D281,B,2477.8918685535054,393.9805329229973,4971.73126607765
D282,C,2704.03454234316,395.2501705742184,-2306.1695311234816
D283,A,2361.5900304431216,408.9535972187193,5032.085570269252
D284,B,2800.0,385.1906995981352,5605.688094407325
D285,C,2557.268737778456,393.98147935133227,-2154.5611599868785
D286,C,2621.7687668950903,387.99876285873097,-2234.236867716325
D287,B,2290.949326770609,384.35305752946965,4581.363460828511
D288,C,2742.2290579365404,387.14382716993254,-2351.9636359073425
D289,A,2637.9636329069576,410.1619325401962,5862.242958040817
D290,B,2760.3692459129998,400.77730584223633,5523.739858708597
D291,A,2374.3824880716843,386.8125905674739,5176.821551484561
D292,A,2403.7945763078424,396.53347588610507,5214.9110962551795
D293,A,2800.0,375.41789039316734,6512.877211480154
D294,B,2287.9968354556904,389.000307886245,4583.700202231334
D295,B,2472.810059864336,432.2436180230093,4948.725690536759
D296,C,2727.378272520539,398.64634225501374,-2316.249062694531
D297,A,2519.544993542971,410.9748839054559,5501.520270036258
D298,B,2616.5907359506587,399.01767437283274,5219.457775151215
D299,C,2420.110194147425,405.2225385286271,-2001.153013195383
D300,C,2574.0111775695036,409.9488713451876,-2164.2875108907947
D301,C,2238.694629652937,383.43075103710294,-1839.8624181806356
D302,A,2800.0,399.5359561408906,6409.495577192253
D303,B,2476.367190974286,423.6829779162473,4978.997806094446
D304,A,2363.96435920063,388.06749174920066,5148.918343027326
D305,A,2633.276616406383,391.5034021940167,5953.121525110135
D306,B,2407.8560425222895,395.38463083949495,4826.408454320815
D307,C,2233.148305719449,404.0353610976437,-1835.7744607677387
D308,B,2230.656498840489,407.8737679546882,4459.243209875694
D309,C,2638.7546305380265,419.0111748222798,-2237.2843158223473
D310,C,2468.0853123707466,407.4924735020299,-2079.178392512749
D311,A,2473.2596880663123,399.06920311302497,5425.951874252181
D312,B,2715.5487611952526,418.8875069441622,5440.6136072388745
D313,B,2274.6348382486512,410.5616653321237,4556.925964899248
D314,C,2353.864449427035,377.5648072561448,-1972.2193469917745
D315,A,2423.024038163745,437.89552360534,5089.950702302348
D316,B,2518.8703178634146,426.54882082295103,5030.664262178438
D317,A,2491.5657097418843,397.4767866584939,5484.0428029513305
D318,A,2442.6225615220187,405.6686515260771,5308.374685096636
D319,B,2487.6747195808707,419.86538124993757,4980.546863915129
D320,C,2478.538944741765,397.41698810954676,-2083.6442223977797
D321,C,2356.0791222896414,410.9552768556553,-1929.2743128004513
D322,A,2337.4014022891847,416.56867710357216,4913.856806337129
D323,B,2554.903271544788,384.7776113839834,5103.5823988421125
D324,A,2321.8169834008945,390.96502219625705,5007.2250659279225
D325,A,2268.5289481618292,413.8211259671587,4746.279633206979
D326,A,2437.5415497748613,406.9122171572325,5278.092185913403
D327,A,2468.4665967672368,413.8569484047092,5320.977147316676
D328,B,2800.0,398.01147978019424,5606.168050157793
D329,A,2359.059944828753,395.6649218356865,5111.90578109343
D330,C,2688.652144993899,370.0204078662494,-2309.7600827300535
D331,B,2649.4376668409263,382.8099936023884,5306.305192741119
D332,C,2262.211008959253,400.7059914198774,-1883.9967795002683
D333,A,2654.6505954805198,412.36835829346353,5891.31135725332
D334,C,2263.2238719613365,407.9676754980354,-1849.4712291592346
D335,A,2200.0,398.0763703895845,4608.959489835024
D336,B,2621.263904871876,395.92342650263953,5248.798500967738
D337,A,2200.0,403.2576944895742,4568.515415428574
D338,C,2590.186892361183,401.1731677163823,-2189.751661816219
D339,C,2363.1978204525567,421.06818272409566,-1958.8070099552156
D340,A,2800.0,402.19661155717375,6365.572799462699
D341,C,2713.7018798632016,377.7813105670405,-2332.3712202340785
D342,C,2409.3228392297224,380.9116279745152,-2018.3001456977233
D343,B,2362.4324777942634,422.7813900544537,4727.812352723348
D344,C,2257.184519381176,382.4325930782488,-1875.1478840661032
D345,A,2411.815473541482,411.467461795503,5159.364939544979
D346,B,2443.9289009630984,395.9744089718593,4899.931086731367
D347,A,2427.061291121663,397.4536255914627,5293.387206639164
D348,B,2531.340771054473,397.9880082584737,5086.1962861714155
D349,A,2615.7042995457755,418.320774391888,5766.81679837721
D350,B,2569.9308913986347,397.10737257184053,5115.800277677444
D351,C,2347.1712152187115,399.5002107573227,-1938.6104082983181
D352,C,2212.4417052396843,377.03794753900763,-1852.1621805515545
D353,A,2772.9063696204944,403.10035767562005,6294.103374598235
D354,C,2362.1101630900125,407.9656376046709,-1957.1536056064633
D355,C,2369.541280012996,403.5871837098068,-1967.0828457075406
D356,B,2395.762137539778,420.96844391630106,4796.2950576669655
D357,B,2200.0,400.8275703217035,4387.72573951035
D358,A,2404.4051991919027,404.4846618417853,5176.983984315702
D359,B,2404.0688371984106,424.7275601540227,4815.344936817618
D360,B,2624.0716596687025,376.7497871596278,5247.984316122197
D361,C,2639.6914298214674,393.16261978300946,-2244.4363334540394
D362,A,2500.754177817254,421.392381280289,5368.9764268299805
D363,B,2686.369674822861,414.04193722466624,5370.613701045938
D364,B,2567.9929967602525,410.17570148260705,5125.297243323767
D365,C,2496.863577679489,412.4897610919672,-2095.4213330637244
D366,A,2532.1856336596447,404.9059931368153,5583.090152945553
D367,A,2461.8693012837202,424.47396141298407,5250.090042038571
D368,C,2421.0300971933098,405.6663875459608,-2028.4784689232613
D369,B,2446.453292621207,403.5980065884292,4888.934458001593
D370,B,2274.3977337059987,402.38438011188464,4554.198933379766
D371,A,2556.088341063259,402.8929593332558,5643.1920497665205
D372,C,2301.375277814084,382.644740787762,-1903.920808596961
D373,C,2668.3262528147275,411.56009581695014,-2239.3679866934426
D374,B,2450.10828396781,398.0434039932501,4889.639203137999
D375,A,2509.8989963300182,427.3287264679061,5390.1123755836015
D376,B,2598.7673552561914,398.8652429411737,5188.190604840492
D377,C,2628.6628930125858,406.31377426263487,-2242.5737040084055
D378,C,2200.0,403.69903279392,-1792.6648346006061
D379,A,2458.6192647672056,390.6166444733612,5431.577710353564
D380,B,2676.0357824161565,414.8820524277776,5376.213935989832
D381,C,2200.0,428.57595460840025,-1782.1929594351757
D382,B,2577.456095079013,399.7783417051023,5170.9470112477775
D383,A,2200.0,395.49281821621867,4638.6441532140025
D384,B,2295.4986312728793,394.6745690341694,4593.371502260565
D385,A,2507.7261103680376,371.61457160023986,5672.331434977827
D386,A,2200.0,397.3328028444548,4623.815262357334
D387,B,2302.89785246317,403.76497174012485,4629.484904305243
D388,B,2205.6329985072825,415.82136887770423,4416.999699765963
D389,A,2800.0,414.4007161172489,6327.274764787711
D390,B,2532.845551097467,393.7525137634496,5055.297076606844
D391,B,2613.458055570534,395.84765507839165,5230.579960201218
D392,C,2455.464979896969,416.8585795842166,-2026.3164211194755
D393,B,2429.3136502485604,397.3980415439068,4861.562624833075
D394,B,2200.0,392.34955690366576,4390.6409210128995
D395,C,2441.6325274504275,420.8877767415141,-2019.6758362789546
D396,C,2347.7015576376753,415.5637850057595,-1933.6876144214373
D397,B,2671.584784858467,400.28187687661386,5346.346434810002
D398,B,2728.2203733315146,391.09333828332,5436.49856625641
D399,C,2793.3157431148356,369.82179521132934,-2416.8844845342737
D400,A,2670.5103878922464,408.84555408362087,5974.4484711398
D401,C,2380.269212615403,386.5544541617173,-1988.3765171954474
D402,B,2276.820602807921,370.5590198628887,4553.596051810102
D403,C,2653.332636329017,423.77230791023527,-2251.231563570023
D404,B,2571.2585634944576,409.7195168651483,5142.28525348526
D405,C,2200.0,382.91487710324554,-1804.3565429046484
D406,C,2571.096358548754,381.7839792556111,-2199.6339258086523
D407,A,2662.9039644975733,413.0644267325743,5899.518526235913
D408,B,2511.785117836326,386.83044075196193,5005.083540010204
D409,C,2462.989265798132,419.44224801291824,-2039.7787094833664
D410,A,2338.4703024767286,409.24688968939233,4973.650971089453
D411,C,2210.6930600873225,408.04894780850236,-1792.0085939433625
D412,B,2660.0595898680053,406.0704318342145,5319.456071787255
D413,C,2438.1771110456584,402.8717630803587,-2053.3092884770426
D414,A,2453.3066676912613,413.20766798765663,5284.059613448376
D415,A,2800.0,393.1887945622659,6443.882099659862
D416,A,2636.900221371838,401.2892796015158,5905.94021699721
D417,A,2574.1650002562205,411.27919881515794,5673.8969623090325
D418,C,2528.412361037447,408.44484577879194,-2114.7500495931226
D419,C,2800.0,382.0751979209701,-2420.3843286997935
D420,C,2800.0,392.49385499043603,-2409.5942270596606
D421,A,2685.9010222959055,403.7920525812873,6061.0280312183495
D422,C,2616.4449182795847,393.87977936440154,-2217.5890477158723
D423,C,2200.0,426.6198784146,-1774.9231721891963
D424,B,2524.7443828467012,394.1027020786883,5054.953805584644
D425,B,2473.978609161259,397.56672328634966,4950.6320881580095
D426,B,2518.7906458771135,411.54145267265955,5011.693015272293
D427,A,2688.6092174645037,404.9579911485237,6048.83871082336
D428,A,2200.0,397.82088314192845,4632.746855579434
D429,A,2386.137589305963,388.65259706678876,5205.786424163264
D430,A,2553.980870988152,404.5227108609515,5656.777487645769
D431,C,2406.6308907894477,415.5864466056759,-1994.1268805517548
D432,C,2216.618777374748,407.1864283614734,-1805.9106922414767
D433,B,2673.792697379359,388.3272471781582,5360.429714962396
D434,B,2555.3743811692257,426.05162435465064,5102.108745162962
D435,C,2305.7790859111033,378.3013316494616,-1912.56782730782
D436,A,2562.9634409031646,376.25971537295817,5793.021138468392
D437,B,2664.317142409959,414.4083583668584,5318.132427832951
D438,A,2501.058529259872,403.38760717904034,5479.115308076244
D439,A,2660.112960686199,391.7575218054394,6029.495337428823
D440,B,2515.652035032332,383.52143908667006,5027.213577137831
D441,B,2420.954203469129,434.81199758920445,4823.668713423228
D442,B,2268.115896720017,401.75636308233163,4533.633398977837
D443,C,2482.8138466056776,408.01301756268657,-2084.2114856334038
D444,C,2538.8585876091543,404.7682764585727,-2125.3147877004967
D445,C,2675.166552317466,406.52211936596734,-2272.76325360496
D446,B,2476.9785063025547,408.1014169078721,4954.806301515917
D447,C,2591.483121244198,410.98636014632314,-2185.3624305835633
D448,A,2307.077597253254,394.3716639885899,4954.581739435577
D449,C,2343.474168834495,395.62537020472234,-1950.051887791419
D450,B,2477.9221401946224,373.8846578746165,4959.74666496549
D451,A,2289.0743072029973,388.29543390247693,4894.625089319707
D452,C,2664.0495674649364,404.0666919467007,-2258.815864994502
D453,B,2592.6260658637216,415.67535063254036,5190.219095768766
D454,B,2555.8191528784905,408.98559289564275,5109.246945098006
D455,C,2567.780825043189,394.889614841831,-2164.858500544647
D456,B,2800.0,381.05240631872266,5608.863284347914
D457,A,2406.2271624066407,358.3396128185885,5442.6339898291735
D458,C,2200.0,417.276009621712,-1781.4662510814205
D459,B,2539.860039379293,391.16156520234773,5056.754470302546
D460,C,2489.879291807667,393.2730249069391,-2124.0322602862034
D461,C,2396.4961914979194,401.973609518621,-2013.7446734041926
D462,C,2304.234028128246,378.9165992891217,-1925.7723135733338
D463,B,2412.1620956395705,394.75326729832693,4822.436527819774
D464,C,2536.2676858435643,430.35207924654964,-2102.600728372775
D465,C,2399.4366598714923,407.58080407866015,-1999.3588068635183
D466,B,2800.0,405.38873734770186,5591.162105941931
D467,B,2307.8991236733705,376.26258283027363,4622.458822655666
D468,A,2341.3765274584657,433.6540284187396,4863.7305332181695
D469,C,2200.0,378.6580763706049,-1824.421725255161
D470,C,2550.2968830043073,428.83487133166597,-2121.923731571509
